学校種別,設置区分,区市町村,学校名,学校名（ふりがな）,郵便番号,所在地,電話番号,デフォルト宛名,用途タグ
中学校,公立,町田市,町田市立忠生中学校,まちだしりつただおちゅうがっこう,194-0035,東京都町田市忠生3-14-1,042-791-0821,町田市立忠生中学校 御中,宛名印刷
中学校,公立,町田市,町田市立堺中学校,まちだしりつさかいちゅうがっこう,194-0211,東京都町田市相原町752,042-771-2348,町田市立堺中学校 御中,宛名印刷
中学校,公立,町田市,町田市立鶴川第二中学校,まちだしりつつるかわだいにちゅうがっこう,195-0061,東京都町田市鶴川6-4,042-734-4343,町田市立鶴川第二中学校 御中,宛名印刷
中学校,公立,町田市,町田市立南大谷中学校,まちだしりつみなみおおやちゅうがっこう,194-0031,東京都町田市南大谷6-17-1,042-723-5567,町田市立南大谷中学校 御中,宛名印刷
中学校,公立,町田市,町田市立つくし野中学校,まちだしりつつくしのちゅうがっこう,194-0002,東京都町田市南つくし野2-14-2,042-795-0323,町田市立つくし野中学校 御中,宛名印刷
中学校,公立,町田市,町田市立成瀬台中学校,まちだしりつなるせだいちゅうがっこう,194-0043,東京都町田市成瀬台2-5-1,042-728-6030,町田市立成瀬台中学校 御中,宛名印刷
中学校,公立,町田市,町田市立山崎中学校,まちだしりつやまさきちゅうがっこう,195-0074,東京都町田市山崎町1445,042-793-1021,町田市立山崎中学校 御中,宛名印刷
中学校,公立,町田市,町田市立真光寺中学校,まちだしりつしんこうじちゅうがっこう,195-0057,東京都町田市真光寺3-8-1,042-734-4605,町田市立真光寺中学校 御中,宛名印刷
中学校,公立,町田市,町田市立南成瀬中学校,まちだしりつみなみなるせちゅうがっこう,194-0045,東京都町田市南成瀬7-7-1,042-729-3441,町田市立南成瀬中学校 御中,宛名印刷
中学校,公立,町田市,町田市立武蔵岡中学校,まちだしりつむさしおかちゅうがっこう,194-0211,東京都町田市相原町3865,042-782-9155,町田市立武蔵岡中学校 御中,宛名印刷
中学校,公立,町田市,町田市立木曽中学校,まちだしりつきそちゅうがっこう,194-0037,東京都町田市木曽西2-4-9,042-792-3081,町田市立木曽中学校 御中,宛名印刷
中学校,公立,町田市,町田市立小山田中学校,まちだしりつおやまだちゅうがっこう,194-0204,東京都町田市小山田桜台1-12,042-797-4545,町田市立小山田中学校 御中,宛名印刷
中学校,公立,町田市,町田市立金井中学校,まちだしりつかないちゅうがっこう,195-0072,東京都町田市金井6-15-1,042-734-0259,町田市立金井中学校 御中,宛名印刷
中学校,公立,町田市,町田市立小山中学校,まちだしりつおやまちゅうがっこう,194-0215,東京都町田市小山ヶ丘1-2-4,042-798-1251,町田市立小山中学校 御中,宛名印刷
中学校,公立,小金井市,小金井市立小金井第一中学校,こがねいしりつこがねいだいいちちゅうがっこう,184-0005,東京都小金井市桜町2-3-15,042-383-1161,小金井市立小金井第一中学校 御中,宛名印刷
中学校,公立,小金井市,小金井市立小金井第二中学校,こがねいしりつこがねいだいにちゅうがっこう,184-0012,東京都小金井市中町1-8-25,042-383-1162,小金井市立小金井第二中学校 御中,宛名印刷
中学校,公立,小金井市,小金井市立東中学校,こがねいしりつひがしちゅうがっこう,184-0011,東京都小金井市東町1-5-33,042-383-1163,小金井市立東中学校 御中,宛名印刷
中学校,公立,小金井市,小金井市立緑中学校,こがねいしりつみどりちゅうがっこう,184-0003,東京都小金井市緑町2-11-47,042-383-1164,小金井市立緑中学校 御中,宛名印刷
中学校,公立,小金井市,小金井市立南中学校,こがねいしりつみなみちゅうがっこう,184-0014,東京都小金井市貫井南町1-26-1,042-383-1105,小金井市立南中学校 御中,宛名印刷
中学校,公立,小平市,小平市立小平第一中学校,こだいらしりつこだいらだいいちちゅうがっこう,187-0042,東京都小平市仲町506,042-341-0048,小平市立小平第一中学校 御中,宛名印刷
中学校,公立,小平市,小平市立小平第二中学校,こだいらしりつこだいらだいにちゅうがっこう,187-0031,東京都小平市小川東町1-17-1,042-341-0244,小平市立小平第二中学校 御中,宛名印刷
中学校,公立,小平市,小平市立小平第三中学校,こだいらしりつこだいらだいさんちゅうがっこう,187-0011,東京都小平市鈴木町1-311,042-341-0575,小平市立小平第三中学校 御中,宛名印刷
中学校,公立,小平市,小平市立小平第四中学校,こだいらしりつこだいらだいよんちゅうがっこう,187-0045,東京都小平市学園西町1-3-1,042-341-4344,小平市立小平第四中学校 御中,宛名印刷
中学校,公立,小平市,小平市立小平第五中学校,こだいらしりつこだいらだいごちゅうがっこう,187-0032,東京都小平市小川町1-798,042-341-6795,小平市立小平第五中学校 御中,宛名印刷
中学校,公立,小平市,小平市立小平第六中学校,こだいらしりつこだいらだいろくちゅうがっこう,187-0001,東京都小平市大沼町6-4-1,042-341-6796,小平市立小平第六中学校 御中,宛名印刷
中学校,公立,小平市,小平市立上水中学校,こだいらしりつじょうすいちゅうがっこう,187-0021,東京都小平市上水南町1-7-1,042-323-8611,小平市立上水中学校 御中,宛名印刷
中学校,公立,小平市,小平市立花小金井南中学校,こだいらしりつはなこがねいみなみちゅうがっこう,187-0003,東京都小平市花小金井南町1-9-1,042-465-0451,小平市立花小金井南中学校 御中,宛名印刷
中学校,公立,日野市,日野市立日野第一中学校,ひのしりつひのだいいちちゅうがっこう,191-0011,東京都日野市日野本町7-7-7,042-581-0009,日野市立日野第一中学校 御中,宛名印刷
中学校,公立,日野市,日野市立日野第二中学校,ひのしりつひのだいにちゅうがっこう,191-0062,東京都日野市多摩平4-5-2,042-581-0056,日野市立日野第二中学校 御中,宛名印刷
中学校,公立,日野市,日野市立七生中学校,ひのしりつななおちゅうがっこう,191-0041,東京都日野市南平6-7-1,042-591-0174,日野市立七生中学校 御中,宛名印刷
中学校,公立,日野市,日野市立日野第三中学校,ひのしりつひのだいさんちゅうがっこう,191-0042,東京都日野市程久保650,042-591-2228,日野市立日野第三中学校 御中,宛名印刷
中学校,公立,日野市,日野市立日野第四中学校,ひのしりつひのだいよんちゅうがっこう,191-0065,東京都日野市旭が丘2-42,042-583-3905,日野市立日野第四中学校 御中,宛名印刷
中学校,公立,日野市,日野市立三沢中学校,ひのしりつみさわちゅうがっこう,191-0032,東京都日野市三沢1-17-4,042-592-5017,日野市立三沢中学校 御中,宛名印刷
中学校,公立,日野市,日野市立大坂上中学校,ひのしりつおおさかうえちゅうがっこう,191-0061,東京都日野市大坂上4-17-1,042-583-9756,日野市立大坂上中学校 御中,宛名印刷
中学校,公立,日野市,日野市立平山中学校,ひのしりつひらやまちゅうがっこう,191-0043,東京都日野市平山4-21-3,042-593-3015,日野市立平山中学校 御中,宛名印刷
中学校,公立,東村山市,東村山市立東村山第一中学校,ひがしむらやましりつひがしむらやまだいいちちゅうがっこう,189-0024,東京都東村山市富士見町1-5-2,042-391-9111,東村山市立東村山第一中学校 御中,宛名印刷
中学校,公立,東村山市,東村山市立東村山第二中学校,ひがしむらやましりつひがしむらやまだいにちゅうがっこう,189-0003,東京都東村山市久米川町2-4-1,042-391-9112,東村山市立東村山第二中学校 御中,宛名印刷
中学校,公立,東村山市,東村山市立東村山第三中学校,ひがしむらやましりつひがしむらやまだいさんちゅうがっこう,189-0012,東京都東村山市萩山町5-2-1,042-391-9113,東村山市立東村山第三中学校 御中,宛名印刷
中学校,公立,東村山市,東村山市立東村山第三萩山分校中学校,ひがしむらやましりつひがしむらやまだいさん・はぎやまぶんこうちゅうがっこう,189-0012,東京都東村山市萩山町1-37-1,042-341-6639,東村山市立東村山第三萩山分校中学校 御中,宛名印刷
中学校,公立,東村山市,東村山市立東村山第四中学校,ひがしむらやましりつひがしむらやまだいよんちゅうがっこう,189-0022,東京都東村山市野口町3-24-1,042-391-9114,東村山市立東村山第四中学校 御中,宛名印刷
中学校,公立,東村山市,東村山市立東村山第五中学校,ひがしむらやましりつひがしむらやまだいごちゅうがっこう,189-0011,東京都東村山市恩多町4-38-1,042-391-9115,東村山市立東村山第五中学校 御中,宛名印刷
中学校,公立,東村山市,東村山市立東村山第六中学校,ひがしむらやましりつひがしむらやまだいろくちゅうがっこう,189-0001,東京都東村山市秋津町2-29-14,042-391-9116,東村山市立東村山第六中学校 御中,宛名印刷
中学校,公立,東村山市,東村山市立東村山第七中学校,ひがしむらやましりつひがしむらやまだいななちゅうがっこう,189-0023,東京都東村山市美住町2-23-1,042-391-9117,東村山市立東村山第七中学校 御中,宛名印刷
中学校,公立,国分寺市,国分寺市立第一中学校,こくぶんじしりつだいいちちゅうがっこう,185-0002,東京都国分寺市東戸倉2-6,042-322-0641,国分寺市立第一中学校 御中,宛名印刷
中学校,公立,国分寺市,国分寺市立第二中学校,こくぶんじしりつだいにちゅうがっこう,185-0011,東京都国分寺市本多1-2-17,042-322-0642,国分寺市立第二中学校 御中,宛名印刷
中学校,公立,国分寺市,国分寺市立第三中学校,こくぶんじしりつだいさんちゅうがっこう,185-0036,東京都国分寺市高木町2-11,042-572-7143,国分寺市立第三中学校 御中,宛名印刷
中学校,公立,国分寺市,国分寺市立第四中学校,こくぶんじしりつだいよんちゅうがっこう,185-0023,東京都国分寺市西元町3-10-7,042-324-3811,国分寺市立第四中学校 御中,宛名印刷
中学校,公立,国分寺市,国分寺市立第五中学校,こくぶんじしりつだいごちゅうがっこう,185-0005,東京都国分寺市並木町2-15,042-325-3735,国分寺市立第五中学校 御中,宛名印刷
中学校,公立,国立市,国立市立国立第一中学校,くにたちしりつくにたちだいいちちゅうがっこう,186-0002,東京都国立市東4-24-1,042-572-1187,国立市立国立第一中学校 御中,宛名印刷
中学校,公立,国立市,国立市立国立第二中学校,くにたちしりつくにたちだいにちゅうがっこう,186-0003,東京都国立市富士見台3-30,042-572-2187,国立市立国立第二中学校 御中,宛名印刷
中学校,公立,国立市,国立市立国立第三中学校,くにたちしりつくにたちだいさんちゅうがっこう,186-0011,東京都国立市谷保1348-1,042-576-3638,国立市立国立第三中学校 御中,宛名印刷
中学校,公立,福生市,福生市立福生第一中学校,ふっさしりつふっさだいいちちゅうがっこう,197-0003,東京都福生市熊川845,042-551-0321,福生市立福生第一中学校 御中,宛名印刷
中学校,公立,福生市,福生市立福生第二中学校,ふっさしりつふっさだいにちゅうがっこう,197-0012,東京都福生市加美平1-22-1,042-551-1970,福生市立福生第二中学校 御中,宛名印刷
中学校,公立,福生市,福生市立福生第三中学校,ふっさしりつふっさだいさんちゅうがっこう,197-0004,東京都福生市南田園3-1-1,042-551-9301,福生市立福生第三中学校 御中,宛名印刷
